GEOG_ID,AIRO_AI_ID,ED_Ward,ED_WARD_ID,County_UD,Country,House/Bungalow,Flat/Apartment/BedSit,Caravan/Mobile home/Temperory,% House/Bungalow,% Flat/Apartment/BedSit,% Caravan/Mobile home/Temperory
217072004,14186,164 Emly,164 Emly,Tipperary South,RoI,49,0,0,100,0,0
217073001,14148,145 Farranrory,145 Farranrory,Tipperary South,RoI,76,0,0,100,0,0
217073002,14149,145 Farranrory,145 Farranrory,Tipperary South,RoI,81,0,0,100,0,0
217074001,14150,146 Fennor,146 Fennor,Tipperary South,RoI,104,0,3,97.2,0,2.8
217074002,14151,146 Fennor,146 Fennor,Tipperary South,RoI,78,0,0,100,0,0
217075001,13675,013 Finnoe,013 Finnoe,Tipperary North,RoI,66,2,2,94.3,2.9,2.9
217076001,13824,065 Foilnaman,065 Foilnaman,Tipperary North,RoI,63,0,0,100,0,0
217076002,13825,065 Foilnaman,065 Foilnaman,Tipperary North,RoI,58,0,0,100,0,0
217077001,14006,105 Gaile,105 Gaile,Tipperary South,RoI,81,0,0,100,0,0
217077002,14007,105 Gaile,105 Gaile,Tipperary South,RoI,65,1,0,98.5,1.5,0
217077003,14008,105 Gaile,105 Gaile,Tipperary South,RoI,108,0,0,100,0,0
217078001,13968,090 Garrangibbon,090 Garrangibbon,Tipperary South,RoI,120,2,1,97.6,1.6,0.8
217078002,13969,090 Garrangibbon,090 Garrangibbon,Tipperary South,RoI,95,0,0,100,0,0
217079001,14187,165 Glengar,165 Glengar,Tipperary South,RoI,91,0,0,100,0,0
217080001,13826,066 Glenkeen,066 Glenkeen,Tipperary North,RoI,152,0,0,100,0,0
217081001,14188,166 Golden,166 Golden,Tipperary South,RoI,89,6,0,93.7,6.3,0
217081002,14189,166 Golden,166 Golden,Tipperary South,RoI,104,1,0,99,1,0
217081003,14190,166 Golden,166 Golden,Tipperary South,RoI,90,2,1,96.8,2.2,1.1
217082001,13827,067 Gortkelly,067 Gortkelly,Tipperary North,RoI,94,0,1,98.9,0,1.1
217082002,13828,067 Gortkelly,067 Gortkelly,Tipperary North,RoI,75,0,2,97.4,0,2.6
217083001,14009,106 Graigue,106 Graigue,Tipperary South,RoI,45,0,0,100,0,0
217084001,13676,014 Graigue,014 Graigue,Tipperary North,RoI,102,0,1,99,0,1
217085001,14010,107 Greystown,107 Greystown,Tipperary South,RoI,71,0,1,98.6,0,1.4
217085002,14011,107 Greystown,107 Greystown,Tipperary South,RoI,74,0,1,98.7,0,1.3
217087001,13829,068 Holycross,068 Holycross,Tipperary North,RoI,107,1,0,99.1,0.9,0
217087002,13830,068 Holycross,068 Holycross,Tipperary North,RoI,128,0,7,94.8,0,5.2
217087003,13831,068 Holycross,068 Holycross,Tipperary North,RoI,109,13,0,89.3,10.7,0
217087004,13832,068 Holycross,068 Holycross,Tipperary North,RoI,126,0,0,100,0,0
217088001,13833,069 Inch,069 Inch,Tipperary North,RoI,137,0,0,100,0,0
217089001,14118,134 Inishlounaght,134 Inishlounaght,Tipperary South,RoI,101,0,0,100,0,0
217089002,14119,134 Inishlounaght,134 Inishlounaght,Tipperary South,RoI,116,0,0,100,0,0
217089003,14120,134 Inishlounaght,134 Inishlounaght,Tipperary South,RoI,122,6,0,95.3,4.7,0
217089004,14121,134 Inishlounaght,134 Inishlounaght,Tipperary South,RoI,82,0,0,100,0,0
217089005,14122,134 Inishlounaght,134 Inishlounaght,Tipperary South,RoI,89,0,0,100,0,0
217089006,14123,134 Inishlounaght,134 Inishlounaght,Tipperary South,RoI,62,0,5,92.5,0,7.5
217089007,14124,134 Inishlounaght,134 Inishlounaght,Tipperary South,RoI,109,0,0,100,0,0
217089008,14125,134 Inishlounaght,134 Inishlounaght,Tipperary South,RoI,86,1,0,98.9,1.1,0
217089009,14126,134 Inishlounaght,134 Inishlounaght,Tipperary South,RoI,90,1,0,98.9,1.1,0
217089010,14127,134 Inishlounaght,134 Inishlounaght,Tipperary South,RoI,85,0,0,100,0,0
217089011,14128,134 Inishlounaght,134 Inishlounaght,Tipperary South,RoI,89,0,0,100,0,0
217089012,14129,134 Inishlounaght,134 Inishlounaght,Tipperary South,RoI,103,0,0,100,0,0
217090001,13677,015 Kilbarron,015 Kilbarron,Tipperary North,RoI,69,1,1,97.2,1.4,1.4
217090002,13678,015 Kilbarron,015 Kilbarron,Tipperary North,RoI,67,3,1,94.4,4.2,1.4
217090003,13679,015 Kilbarron,015 Kilbarron,Tipperary North,RoI,71,0,1,98.6,0,1.4
217091001,14130,135 Kilcash,135 Kilcash,Tipperary South,RoI,85,1,0,98.8,1.2,0
217091002,14131,135 Kilcash,135 Kilcash,Tipperary South,RoI,65,2,0,97,3,0
217091003,14132,135 Kilcash,135 Kilcash,Tipperary South,RoI,121,0,1,99.2,0,0.8
217092001,13733,038 Kilcomenty,038 Kilcomenty,Tipperary North,RoI,115,0,1,99.1,0,0.9
217092002,13734,038 Kilcomenty,038 Kilcomenty,Tipperary North,RoI,101,0,0,100,0,0
217093001,14067,125 Kilcommon,125 Kilcommon,Tipperary South,RoI,113,0,0,100,0,0
217093002,14068,125 Kilcommon,125 Kilcommon,Tipperary South,RoI,92,13,0,87.6,12.4,0
217093003,14069,125 Kilcommon,125 Kilcommon,Tipperary South,RoI,98,2,0,98,2,0
217093004,14070,125 Kilcommon,125 Kilcommon,Tipperary South,RoI,120,6,0,95.2,4.8,0
217093005,14071,125 Kilcommon,125 Kilcommon,Tipperary South,RoI,73,0,2,97.3,0,2.7
217093006,14072,125 Kilcommon,125 Kilcommon,Tipperary South,RoI,66,0,0,100,0,0
217093007,14073,125 Kilcommon,125 Kilcommon,Tipperary South,RoI,31,14,0,68.9,31.1,0
217093008,14074,125 Kilcommon,125 Kilcommon,Tipperary South,RoI,71,16,0,81.6,18.4,0
217093009,14075,125 Kilcommon,125 Kilcommon,Tipperary South,RoI,111,1,0,99.1,0.9,0
217094001,14152,147 Kilcooly,147 Kilcooly,Tipperary South,RoI,98,1,0,99,1,0
217095001,14076,126 Kilcoran,126 Kilcoran,Tipperary South,RoI,77,0,1,98.7,0,1.3
217095002,14077,126 Kilcoran,126 Kilcoran,Tipperary South,RoI,93,0,0,100,0,0
217096001,14191,167 Kilfeakle,167 Kilfeakle,Tipperary South,RoI,86,1,0,98.9,1.1,0
217096002,14192,167 Kilfeakle,167 Kilfeakle,Tipperary South,RoI,93,0,0,100,0,0
217097001,13735,039 Kilkeary,039 Kilkeary,Tipperary North,RoI,101,0,0,100,0,0
217097002,13736,039 Kilkeary,039 Kilkeary,Tipperary North,RoI,112,0,1,99.1,0,0.9
217098001,14193,168 Killadriffe,168 Killadriffe,Tipperary South,RoI,82,1,0,98.8,1.2,0
217098002,14194,168 Killadriffe,168 Killadriffe,Tipperary South,RoI,94,0,0,100,0,0
217100001,13781,056 Killavinoge,056 Killavinoge,Tipperary North,RoI,66,0,1,98.5,0,1.5
217100002,13782,056 Killavinoge,056 Killavinoge,Tipperary North,RoI,72,2,0,97.3,2.7,0
217101001,13783,057 Killea,057 Killea,Tipperary North,RoI,130,0,0,100,0,0
217102001,14012,108 Killeenasteena,108 Killeenasteena,Tipperary South,RoI,118,2,0,98.3,1.7,0
217102002,14013,108 Killeenasteena,108 Killeenasteena,Tipperary South,RoI,95,1,0,99,1,0
217103001,14014,109 Killenaule,109 Killenaule,Tipperary South,RoI,88,2,0,97.8,2.2,0
217103002,14015,109 Killenaule,109 Killenaule,Tipperary South,RoI,95,3,0,96.9,3.1,0
217103003,14016,109 Killenaule,109 Killenaule,Tipperary South,RoI,75,0,0,100,0,0
217103004,14017,109 Killenaule,109 Killenaule,Tipperary South,RoI,73,0,4,94.8,0,5.2
217103005,14018,109 Killenaule,109 Killenaule,Tipperary South,RoI,56,2,0,96.6,3.4,0
217103006,14019,109 Killenaule,109 Killenaule,Tipperary South,RoI,59,1,0,98.3,1.7,0
217104001,13737,040 Killoscully,040 Killoscully,Tipperary North,RoI,58,3,0,95.1,4.9,0
217104002,13738,040 Killoscully,040 Killoscully,Tipperary North,RoI,80,0,1,98.8,0,1.2
217105001,13739,041 Kilmore,041 Kilmore,Tipperary North,RoI,112,0,0,100,0,0
217105002,13740,041 Kilmore,041 Kilmore,Tipperary North,RoI,129,0,0,100,0,0
217106001,14195,169 Kilmucklin,169 Kilmucklin,Tipperary South,RoI,87,0,1,98.9,0,1.1
217106002,14196,169 Kilmucklin,169 Kilmucklin,Tipperary South,RoI,95,0,1,99,0,1
217107001,13970,091 Kilmurry,091 Kilmurry,Tipperary South,RoI,124,1,1,98.4,0.8,0.8
217108001,13741,042 Kilnaneave,042 Kilnaneave,Tipperary North,RoI,88,0,1,98.9,0,1.1
217108002,13742,042 Kilnaneave,042 Kilnaneave,Tipperary North,RoI,72,0,0,100,0,0
217109001,13743,043 Kilnarath,043 Kilnarath,Tipperary North,RoI,113,0,1,99.1,0,0.9
217110001,14020,110 Kilpatrick,110 Kilpatrick,Tipperary South,RoI,83,0,0,100,0,0
217110002,14021,110 Kilpatrick,110 Kilpatrick,Tipperary South,RoI,83,0,0,100,0,0
217110003,14022,110 Kilpatrick,110 Kilpatrick,Tipperary South,RoI,81,1,4,94.2,1.2,4.7
217110004,14023,110 Kilpatrick,110 Kilpatrick,Tipperary South,RoI,81,3,2,94.2,3.5,2.3
217111001,13834,070 Kilrush,070 Kilrush,Tipperary North,RoI,77,2,0,97.5,2.5,0
217111002,13835,070 Kilrush,070 Kilrush,Tipperary North,RoI,87,0,1,98.9,0,1.1
217113001,14134,138 Kiltinan,138 Kiltinan,Tipperary South,RoI,114,2,0,98.3,1.7,0
217114001,14153,148 Kilvemnon,148 Kilvemnon,Tipperary South,RoI,143,2,0,98.6,1.4,0
217115001,13744,044 Knigh,044 Knigh,Tipperary North,RoI,117,0,0,100,0,0
217115002,13745,044 Knigh,044 Knigh,Tipperary North,RoI,70,0,0,100,0,0
217115003,13746,044 Knigh,044 Knigh,Tipperary North,RoI,79,0,0,100,0,0
217116001,14024,111 Knockgraffon,111 Knockgraffon,Tipperary South,RoI,130,0,5,96.3,0,3.7
217116002,14025,111 Knockgraffon,111 Knockgraffon,Tipperary South,RoI,130,0,2,98.5,0,1.5
217118001,13747,046 Latteragh,046 Latteragh,Tipperary North,RoI,108,0,0,100,0,0
217118002,13748,046 Latteragh,046 Latteragh,Tipperary North,RoI,88,1,0,98.9,1.1,0
217118003,13749,046 Latteragh,046 Latteragh,Tipperary North,RoI,58,4,0,93.5,6.5,0
217119001,14197,170 Lattin,170 Lattin,Tipperary South,RoI,86,0,0,100,0,0
217119002,14198,170 Lattin,170 Lattin,Tipperary South,RoI,97,2,0,98,2,0
217120001,14135,139 Lisronagh,139 Lisronagh,Tipperary South,RoI,89,0,0,100,0,0
217120002,14136,139 Lisronagh,139 Lisronagh,Tipperary South,RoI,115,0,0,100,0,0
217120003,14137,139 Lisronagh,139 Lisronagh,Tipperary South,RoI,90,0,0,100,0,0
217121001,13836,071 Littleton,071 Littleton,Tipperary North,RoI,106,0,1,99.1,0,0.9
217121002,13837,071 Littleton,071 Littleton,Tipperary North,RoI,82,4,1,94.3,4.6,1.1
217121003,13838,071 Littleton,071 Littleton,Tipperary North,RoI,71,0,1,98.6,0,1.4
217121004,13839,071 Littleton,071 Littleton,Tipperary North,RoI,111,0,0,100,0,0
217122001,13840,072 Longfordpass,072 Longfordpass,Tipperary North,RoI,95,0,2,97.9,0,2.1
217123001,13680,016 Lorrha East,016 Lorrha East,Tipperary North,RoI,57,1,1,96.6,1.7,1.7
217123002,13681,016 Lorrha East,016 Lorrha East,Tipperary North,RoI,63,0,0,100,0,0
217124001,13682,017 Lorrha West,017 Lorrha West,Tipperary North,RoI,62,1,0,98.4,1.6,0
217124002,13683,017 Lorrha West,017 Lorrha West,Tipperary North,RoI,53,0,0,100,0,0
217125001,13841,073 Loughmoe,073 Loughmoe,Tipperary North,RoI,114,1,1,98.3,0.9,0.9
217125002,13842,073 Loughmoe,073 Loughmoe,Tipperary North,RoI,101,0,0,100,0,0
217126001,14026,112 Magorban,112 Magorban,Tipperary South,RoI,108,1,1,98.2,0.9,0.9
217126002,14027,112 Magorban,112 Magorban,Tipperary South,RoI,91,1,1,97.8,1.1,1.1
217127001,13684,018 Mertonhall,018 Mertonhall,Tipperary North,RoI,62,1,0,98.4,1.6,0
217128001,14154,149 Modeshil,149 Modeshil,Tipperary South,RoI,111,0,1,99.1,0,0.9
217129001,13750,047 Monsea,047 Monsea,Tipperary North,RoI,46,0,0,100,0,0
217129002,13751,047 Monsea,047 Monsea,Tipperary North,RoI,51,2,2,92.7,3.6,3.6
217129003,13752,047 Monsea,047 Monsea,Tipperary North,RoI,62,0,0,100,0,0
217129004,13753,047 Monsea,047 Monsea,Tipperary North,RoI,70,0,0,100,0,0
217130001,14078,127 Mortlestown,127 Mortlestown,Tipperary South,RoI,77,2,0,97.5,2.5,0
217130002,14079,127 Mortlestown,127 Mortlestown,Tipperary South,RoI,121,1,0,99.2,0.8,0
217130003,14080,127 Mortlestown,127 Mortlestown,Tipperary South,RoI,80,1,0,98.8,1.2,0
217130004,14081,127 Mortlestown,127 Mortlestown,Tipperary South,RoI,77,0,1,98.7,0,1.3
217130005,14082,127 Mortlestown,127 Mortlestown,Tipperary South,RoI,89,0,0,100,0,0
217130006,14083,127 Mortlestown,127 Mortlestown,Tipperary South,RoI,104,2,0,98.1,1.9,0
217131001,13843,074 Moyaliff,074 Moyaliff,Tipperary North,RoI,76,0,0,100,0,0
217131002,13844,074 Moyaliff,074 Moyaliff,Tipperary North,RoI,71,0,0,100,0,0
217132001,13845,075 Moycarky,075 Moycarky,Tipperary North,RoI,86,0,2,97.7,0,2.3
217132002,13846,075 Moycarky,075 Moycarky,Tipperary North,RoI,93,0,0,100,0,0
217133001,13847,076 Moyne,076 Moyne,Tipperary North,RoI,105,0,1,99.1,0,0.9
217133002,13848,076 Moyne,076 Moyne,Tipperary North,RoI,73,0,0,100,0,0
217134001,14155,150 Mullinahone,150 Mullinahone,Tipperary South,RoI,109,0,1,99.1,0,0.9
217134002,14156,150 Mullinahone,150 Mullinahone,Tipperary South,RoI,93,0,0,100,0,0
217134003,14157,150 Mullinahone,150 Mullinahone,Tipperary South,RoI,108,4,0,96.4,3.6,0
217135001,13754,048 Nenagh Rural,048 Nenagh Rural,Tipperary North,RoI,67,1,0,98.5,1.5,0
217135002,13755,048 Nenagh Rural,048 Nenagh Rural,Tipperary North,RoI,74,1,1,97.4,1.3,1.3
217135003,13756,048 Nenagh Rural,048 Nenagh Rural,Tipperary North,RoI,85,1,2,96.6,1.1,2.3
217135004,13757,048 Nenagh Rural,048 Nenagh Rural,Tipperary North,RoI,81,1,0,98.8,1.2,0
217135005,13758,048 Nenagh Rural,048 Nenagh Rural,Tipperary North,RoI,86,0,0,100,0,0
217135006,13759,048 Nenagh Rural,048 Nenagh Rural,Tipperary North,RoI,68,1,0,98.6,1.4,0
217135007,13760,048 Nenagh Rural,048 Nenagh Rural,Tipperary North,RoI,78,0,0,100,0,0
217135008,13761,048 Nenagh Rural,048 Nenagh Rural,Tipperary North,RoI,79,0,0,100,0,0
217136001,13596,002 Nenagh West Urban,002 Nenagh West Urban,Tipperary North,RoI,93,18,0,83.8,16.2,0
217136002,13597,002 Nenagh West Urban,002 Nenagh West Urban,Tipperary North,RoI,111,12,0,90.2,9.8,0
217136003,13598,002 Nenagh West Urban,002 Nenagh West Urban,Tipperary North,RoI,104,15,0,87.4,12.6,0
217136004,13599,002 Nenagh West Urban,002 Nenagh West Urban,Tipperary North,RoI,93,12,0,88.6,11.4,0
217136005,13600,002 Nenagh West Urban,002 Nenagh West Urban,Tipperary North,RoI,77,0,0,100,0,0
217136006,13601,002 Nenagh West Urban,002 Nenagh West Urban,Tipperary North,RoI,75,13,0,85.2,14.8,0
217136007,13602,002 Nenagh West Urban,002 Nenagh West Urban,Tipperary North,RoI,98,11,0,89.9,10.1,0
217136008,13603,002 Nenagh West Urban,002 Nenagh West Urban,Tipperary North,RoI,100,4,0,96.2,3.8,0
217136009,13604,002 Nenagh West Urban,002 Nenagh West Urban,Tipperary North,RoI,83,11,0,88.3,11.7,0
217136010,13605,002 Nenagh West Urban,002 Nenagh West Urban,Tipperary North,RoI,51,3,0,94.4,5.6,0
217136013,13607,002 Nenagh West Urban,002 Nenagh West Urban,Tipperary North,RoI,55,28,0,66.3,33.7,0
217136014,13608,002 Nenagh West Urban,002 Nenagh West Urban,Tipperary North,RoI,95,0,0,100,0,0
217136015,13609,002 Nenagh West Urban,002 Nenagh West Urban,Tipperary North,RoI,64,34,0,65.3,34.7,0
217136016,13610,002 Nenagh West Urban,002 Nenagh West Urban,Tipperary North,RoI,56,5,0,91.8,8.2,0
217136017,13611,002 Nenagh West Urban,002 Nenagh West Urban,Tipperary North,RoI,54,16,0,77.1,22.9,0
217136018,13612,002 Nenagh West Urban,002 Nenagh West Urban,Tipperary North,RoI,47,24,0,66.2,33.8,0
217136019,13613,002 Nenagh West Urban,002 Nenagh West Urban,Tipperary North,RoI,77,1,0,98.7,1.3,0
217136020,13614,002 Nenagh West Urban,002 Nenagh West Urban,Tipperary North,RoI,72,4,0,94.7,5.3,0
217136021,13615,002 Nenagh West Urban,002 Nenagh West Urban,Tipperary North,RoI,112,2,0,98.2,1.8,0
217136022,13616,002 Nenagh West Urban,002 Nenagh West Urban,Tipperary North,RoI,127,0,0,100,0,0
217136023,13617,002 Nenagh West Urban,002 Nenagh West Urban,Tipperary North,RoI,124,2,0,98.4,1.6,0
217137001,14158,151 New Birmingham,151 New Birmingham,Tipperary South,RoI,68,1,0,98.6,1.4,0
217137002,14159,151 New Birmingham,151 New Birmingham,Tipperary South,RoI,93,0,1,98.9,0,1.1
217138001,14084,128 Newcastle,128 Newcastle,Tipperary South,RoI,81,2,0,97.6,2.4,0
217138002,14085,128 Newcastle,128 Newcastle,Tipperary South,RoI,75,0,0,100,0,0
217138003,14086,128 Newcastle,128 Newcastle,Tipperary South,RoI,88,4,0,95.7,4.3,0
217139001,13762,049 Newport,049 Newport,Tipperary North,RoI,63,0,0,100,0,0
217139002,13763,049 Newport,049 Newport,Tipperary North,RoI,63,2,0,96.9,3.1,0
217139003,13764,049 Newport,049 Newport,Tipperary North,RoI,64,0,0,100,0,0
217139004,13765,049 Newport,049 Newport,Tipperary North,RoI,78,0,2,97.5,0,2.5
217139005,13766,049 Newport,049 Newport,Tipperary North,RoI,103,1,0,99,1,0
217139006,13767,049 Newport,049 Newport,Tipperary North,RoI,68,0,0,100,0,0
217139007,13768,049 Newport,049 Newport,Tipperary North,RoI,89,1,0,98.9,1.1,0
217139008,13769,049 Newport,049 Newport,Tipperary North,RoI,93,4,0,95.9,4.1,0
217139009,13770,049 Newport,049 Newport,Tipperary North,RoI,102,3,0,97.1,2.9,0
217139010,13771,049 Newport,049 Newport,Tipperary North,RoI,70,0,0,100,0,0
217139011,13772,049 Newport,049 Newport,Tipperary North,RoI,91,0,0,100,0,0
217140001,13971,092 Newtown,092 Newtown,Tipperary South,RoI,80,2,1,96.4,2.4,1.2
217140002,13972,092 Newtown,092 Newtown,Tipperary South,RoI,75,0,0,100,0,0
217141001,14028,113 Nodstown,113 Nodstown,Tipperary South,RoI,108,0,0,100,0,0
217141002,14029,113 Nodstown,113 Nodstown,Tipperary South,RoI,94,0,0,100,0,0
217142001,14030,114 Oughterleague,114 Oughterleague,Tipperary South,RoI,82,1,0,98.8,1.2,0
217142002,14031,114 Oughterleague,114 Oughterleague,Tipperary South,RoI,103,1,0,99,1,0
217143001,14032,115 Peppardstown,115 Peppardstown,Tipperary South,RoI,69,0,0,100,0,0
217143002,14033,115 Peppardstown,115 Peppardstown,Tipperary South,RoI,135,0,0,100,0,0
217143003,14034,115 Peppardstown,115 Peppardstown,Tipperary South,RoI,87,1,0,98.9,1.1,0
217143004,14035,115 Peppardstown,115 Peppardstown,Tipperary South,RoI,107,0,0,100,0,0
217143005,14036,115 Peppardstown,115 Peppardstown,Tipperary South,RoI,93,4,0,95.9,4.1,0
217144001,14160,152 Poyntstown,152 Poyntstown,Tipperary South,RoI,70,0,1,98.6,0,1.4
217145001,13849,077 Rahelty,077 Rahelty,Tipperary North,RoI,79,0,1,98.8,0,1.3
217145002,13850,077 Rahelty,077 Rahelty,Tipperary North,RoI,83,0,0,100,0,0
217145003,13851,077 Rahelty,077 Rahelty,Tipperary North,RoI,86,0,0,100,0,0
217146001,13685,019 Rathcabban,019 Rathcabban,Tipperary North,RoI,107,0,0,100,0,0
217147001,14199,171 Rathlynin,171 Rathlynin,Tipperary South,RoI,123,3,1,96.9,2.4,0.8
217148001,13784,058 Rathnaveoge,058 Rathnaveoge,Tipperary North,RoI,81,0,0,100,0,0
217149001,13686,020 Redwood,020 Redwood,Tipperary North,RoI,48,0,0,100,0,0
217150001,13687,021 Riverstown,021 Riverstown,Tipperary North,RoI,117,0,1,99.2,0,0.8
217150002,13688,021 Riverstown,021 Riverstown,Tipperary North,RoI,73,3,0,96.1,3.9,0
217151001,14200,172 Rodus,172 Rodus,Tipperary South,RoI,90,0,1,98.9,0,1.1
217152001,13785,059 Roscrea,059 Roscrea,Tipperary North,RoI,66,11,0,85.7,14.3,0
217152002,13786,059 Roscrea,059 Roscrea,Tipperary North,RoI,83,0,0,100,0,0
217152003,13787,059 Roscrea,059 Roscrea,Tipperary North,RoI,69,6,0,92,8,0
217152004,13788,059 Roscrea,059 Roscrea,Tipperary North,RoI,82,0,0,100,0,0
217152005,13789,059 Roscrea,059 Roscrea,Tipperary North,RoI,67,4,0,94.4,5.6,0
217152006,13790,059 Roscrea,059 Roscrea,Tipperary North,RoI,58,6,0,90.6,9.4,0
217152007,13791,059 Roscrea,059 Roscrea,Tipperary North,RoI,122,2,0,98.4,1.6,0
217152008,13792,059 Roscrea,059 Roscrea,Tipperary North,RoI,77,5,0,93.9,6.1,0
217152009,13793,059 Roscrea,059 Roscrea,Tipperary North,RoI,107,1,1,98.2,0.9,0.9
217152010,13794,059 Roscrea,059 Roscrea,Tipperary North,RoI,74,0,0,100,0,0
217152011,13795,059 Roscrea,059 Roscrea,Tipperary North,RoI,134,0,0,100,0,0
217152012,13796,059 Roscrea,059 Roscrea,Tipperary North,RoI,100,0,0,100,0,0
217152013,13797,059 Roscrea,059 Roscrea,Tipperary North,RoI,72,1,0,98.6,1.4,0
217152014,13798,059 Roscrea,059 Roscrea,Tipperary North,RoI,68,0,0,100,0,0
217152015,13799,059 Roscrea,059 Roscrea,Tipperary North,RoI,97,3,0,97,3,0
217152016,13800,059 Roscrea,059 Roscrea,Tipperary North,RoI,130,3,2,96.3,2.2,1.5
217152017,13801,059 Roscrea,059 Roscrea,Tipperary North,RoI,49,3,0,94.2,5.8,0
217152018,13802,059 Roscrea,059 Roscrea,Tipperary North,RoI,104,0,0,100,0,0
217152019,13803,059 Roscrea,059 Roscrea,Tipperary North,RoI,77,0,0,100,0,0
217152020,13804,059 Roscrea,059 Roscrea,Tipperary North,RoI,67,2,0,97.1,2.9,0
217152021,13805,059 Roscrea,059 Roscrea,Tipperary North,RoI,61,10,0,85.9,14.1,0
217152022,13806,059 Roscrea,059 Roscrea,Tipperary North,RoI,60,1,0,98.4,1.6,0
217152023,13807,059 Roscrea,059 Roscrea,Tipperary North,RoI,34,24,0,58.6,41.4,0
217152024,13808,059 Roscrea,059 Roscrea,Tipperary North,RoI,103,1,0,99,1,0
217152025,13809,059 Roscrea,059 Roscrea,Tipperary North,RoI,143,8,0,94.7,5.3,0
217152026,13810,059 Roscrea,059 Roscrea,Tipperary North,RoI,47,18,0,72.3,27.7,0
217153001,14201,173 Shronell,173 Shronell,Tipperary South,RoI,128,1,1,98.5,0.8,0.8
217154001,14202,174 Solloghodbeg,174 Solloghodbeg,Tipperary South,RoI,78,0,0,100,0,0
217155001,13773,050 Templederry,050 Templederry,Tipperary North,RoI,53,1,0,98.1,1.9,0
217156001,13618,003 Templemore,003 Templemore,Tipperary North,RoI,69,32,1,67.6,31.4,1
217156002,13619,003 Templemore,003 Templemore,Tipperary North,RoI,78,23,0,77.2,22.8,0
217156003,13620,003 Templemore,003 Templemore,Tipperary North,RoI,121,0,0,100,0,0
217156004,13621,003 Templemore,003 Templemore,Tipperary North,RoI,79,0,0,100,0,0
217156005,13622,003 Templemore,003 Templemore,Tipperary North,RoI,41,1,0,97.6,2.4,0
217156006,13623,003 Templemore,003 Templemore,Tipperary North,RoI,105,0,0,100,0,0
217156007,13624,003 Templemore,003 Templemore,Tipperary North,RoI,116,2,2,96.7,1.7,1.7
217156008,13625,003 Templemore,003 Templemore,Tipperary North,RoI,63,1,0,98.4,1.6,0
217156009,13626,003 Templemore,003 Templemore,Tipperary North,RoI,72,0,0,100,0,0
217157001,14203,175 Templeneiry,175 Templeneiry,Tipperary South,RoI,76,0,1,98.7,0,1.3
217157002,14204,175 Templeneiry,175 Templeneiry,Tipperary South,RoI,67,0,0,100,0,0
217158001,13852,078 Templetouhy,078 Templetouhy,Tipperary North,RoI,110,1,1,98.2,0.9,0.9
217158002,13853,078 Templetouhy,078 Templetouhy,Tipperary North,RoI,77,0,0,100,0,0
217158003,13854,078 Templetouhy,078 Templetouhy,Tipperary North,RoI,118,0,0,100,0,0
217159001,13689,022 Terryglass,022 Terryglass,Tipperary North,RoI,53,0,0,100,0,0
217159002,13690,022 Terryglass,022 Terryglass,Tipperary North,RoI,69,0,1,98.6,0,1.4
217159003,13691,022 Terryglass,022 Terryglass,Tipperary North,RoI,59,0,0,100,0,0
217160001,14205,176 Thomastown,176 Thomastown,Tipperary South,RoI,62,2,0,96.9,3.1,0
217160002,14206,176 Thomastown,176 Thomastown,Tipperary South,RoI,72,0,0,100,0,0
217161001,13855,079 Thurles Rural,079 Thurles Rural,Tipperary North,RoI,130,0,1,99.2,0,0.8
217161002,13856,079 Thurles Rural,079 Thurles Rural,Tipperary North,RoI,128,0,0,100,0,0
217161003,13857,079 Thurles Rural,079 Thurles Rural,Tipperary North,RoI,128,0,1,99.2,0,0.8
217161004,13858,079 Thurles Rural,079 Thurles Rural,Tipperary North,RoI,104,4,0,96.3,3.7,0
217161005,13859,079 Thurles Rural,079 Thurles Rural,Tipperary North,RoI,110,2,0,98.2,1.8,0
217161006,13860,079 Thurles Rural,079 Thurles Rural,Tipperary North,RoI,116,0,0,100,0,0
217161007,13861,079 Thurles Rural,079 Thurles Rural,Tipperary North,RoI,81,1,2,96.4,1.2,2.4
217162001,13627,004 Thurles Urban,004 Thurles Urban,Tipperary North,RoI,116,0,0,100,0,0
217162002,13628,004 Thurles Urban,004 Thurles Urban,Tipperary North,RoI,101,0,0,100,0,0
217162003,13629,004 Thurles Urban,004 Thurles Urban,Tipperary North,RoI,91,12,0,88.3,11.7,0
217162004,13630,004 Thurles Urban,004 Thurles Urban,Tipperary North,RoI,127,0,0,100,0,0
217162005,13631,004 Thurles Urban,004 Thurles Urban,Tipperary North,RoI,122,3,0,97.6,2.4,0
217162006,13632,004 Thurles Urban,004 Thurles Urban,Tipperary North,RoI,138,1,0,99.3,0.7,0
217162007,13633,004 Thurles Urban,004 Thurles Urban,Tipperary North,RoI,59,14,0,80.8,19.2,0
217162008,13634,004 Thurles Urban,004 Thurles Urban,Tipperary North,RoI,37,19,0,66.1,33.9,0
217162009,13635,004 Thurles Urban,004 Thurles Urban,Tipperary North,RoI,93,3,0,96.9,3.1,0
217162010,13636,004 Thurles Urban,004 Thurles Urban,Tipperary North,RoI,91,4,0,95.8,4.2,0
217162011,13637,004 Thurles Urban,004 Thurles Urban,Tipperary North,RoI,61,4,0,93.8,6.2,0
217162012,13638,004 Thurles Urban,004 Thurles Urban,Tipperary North,RoI,77,0,0,100,0,0
